"Date","Primary Sales"
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0
"2018-01-11",0
"2018-01-12",0
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0
"2018-01-22",0
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",0
"2018-01-28",0
"2018-01-29",0
"2018-01-30",0
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0
"2018-02-15",0
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",0
"2018-02-26",0
"2018-02-27",0
"2018-02-28",0
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",0
"2018-03-12",0
"2018-03-13",0
"2018-03-14",0
"2018-03-15",0
"2018-03-16",0
"2018-03-17",0
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",0
"2018-03-27",0
"2018-03-28",0
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0
"2018-04-07",0
"2018-04-08",0
"2018-04-09",0
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",0
"2018-04-15",0
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",0
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",0
"2018-05-04",0
"2018-05-05",0
"2018-05-06",0
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",0
"2018-05-17",0
"2018-05-18",0
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",0
"2018-05-24",0
"2018-05-25",0
"2018-05-26",0
"2018-05-27",0
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0
"2018-06-02",0
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0
"2018-06-07",0
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0
"2018-07-20",0
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0
"2018-08-02",0
"2018-08-03",0
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0
"2018-08-11",0
"2018-08-12",0
"2018-08-13",0
"2018-08-14",0
"2018-08-15",0
"2018-08-16",0
"2018-08-17",0
"2018-08-18",0
"2018-08-19",0
"2018-08-20",0
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0
"2018-08-26",0
"2018-08-27",0
"2018-08-28",0
"2018-08-29",0
"2018-08-30",0
"2018-08-31",0
"2018-09-01",0
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",0
"2018-09-17",0
"2018-09-18",0
"2018-09-19",0
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",0
"2018-09-25",0
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0
"2018-10-02",0
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",0
"2018-10-07",0
"2018-10-08",0
"2018-10-09",0
"2018-10-10",0
"2018-10-11",0
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",0
"2018-10-17",0
"2018-10-18",0
"2018-10-19",0
"2018-10-20",0
"2018-10-21",0
"2018-10-22",0
"2018-10-23",0
"2018-10-24",0
"2018-10-25",0
"2018-10-26",0
"2018-10-27",0
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",0
"2018-11-01",0
"2018-11-02",0
"2018-11-03",0
"2018-11-04",0
"2018-11-05",0
"2018-11-06",0
"2018-11-07",0
"2018-11-08",0
"2018-11-09",0
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0
"2018-11-17",0
"2018-11-18",0
"2018-11-19",0
"2018-11-20",0
"2018-11-21",0
"2018-11-22",0
"2018-11-23",0
"2018-11-24",0
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0
"2018-11-30",0
"2018-12-01",0
"2018-12-02",0
"2018-12-03",0
"2018-12-04",0
"2018-12-05",0
"2018-12-06",0
"2018-12-07",0
"2018-12-08",0
"2018-12-09",0
"2018-12-10",0
"2018-12-11",0
"2018-12-12",0
"2018-12-13",0
"2018-12-14",0
"2018-12-15",0
"2018-12-16",0
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",0
"2018-12-21",0
"2018-12-22",0
"2018-12-23",0
"2018-12-24",0
"2018-12-25",0
"2018-12-26",0
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0
"2019-01-13",0
"2019-01-14",0
"2019-01-15",0
"2019-01-16",0
"2019-01-17",0
"2019-01-18",0
"2019-01-19",0
"2019-01-20",0
"2019-01-21",0
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0
"2019-02-04",0
"2019-02-05",0
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",0
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0
"2019-02-15",0
"2019-02-16",0
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",0
"2019-04-12",0
"2019-04-13",0
"2019-04-14",0
"2019-04-15",0
"2019-04-16",0
"2019-04-17",0
"2019-04-18",0
"2019-04-19",0
"2019-04-20",0
"2019-04-21",0
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0
"2019-04-26",0
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",0
"2019-05-01",0
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0
"2019-05-21",0
"2019-05-22",0
"2019-05-23",0
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",0
"2019-05-31",0
"2019-06-01",0
"2019-06-02",0
"2019-06-03",0
"2019-06-04",0
"2019-06-05",0
"2019-06-06",0
"2019-06-07",0
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0
"2019-06-22",0
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0
"2019-06-26",0
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",0
"2019-07-01",0
"2019-07-02",0
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0
"2019-07-08",0
"2019-07-09",0
"2019-07-10",0
"2019-07-11",0
"2019-07-12",0
"2019-07-13",0
"2019-07-14",0
"2019-07-15",0
"2019-07-16",0
"2019-07-17",0
"2019-07-18",0
"2019-07-19",0
"2019-07-20",0
"2019-07-21",0
"2019-07-22",0
"2019-07-23",0
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0
"2019-07-31",0
"2019-08-01",0
"2019-08-02",0
"2019-08-03",0
"2019-08-04",0
"2019-08-05",0
"2019-08-06",0
"2019-08-07",0
"2019-08-08",0
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",0
"2019-08-14",0
"2019-08-15",0
"2019-08-16",0
"2019-08-17",0
"2019-08-18",0
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0
"2019-08-22",0
"2019-08-23",0
"2019-08-24",0
"2019-08-25",0
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",0
"2019-08-30",0
"2019-08-31",0
"2019-09-01",0
"2019-09-02",0
"2019-09-03",0
"2019-09-04",0
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",0
"2019-09-11",0
"2019-09-12",0
"2019-09-13",0
"2019-09-14",0
"2019-09-15",0
"2019-09-16",0
"2019-09-17",0
"2019-09-18",0
"2019-09-19",0
"2019-09-20",0
"2019-09-21",0
"2019-09-22",0
"2019-09-23",0
"2019-09-24",0
"2019-09-25",0
"2019-09-26",0
"2019-09-27",0
"2019-09-28",0
"2019-09-29",0
"2019-09-30",0
"2019-10-01",0
"2019-10-02",0
"2019-10-03",0
"2019-10-04",0
"2019-10-05",0
"2019-10-06",0
"2019-10-07",0
"2019-10-08",0
"2019-10-09",0
"2019-10-10",0
"2019-10-11",0
"2019-10-12",0
"2019-10-13",0
"2019-10-14",0
"2019-10-15",0
"2019-10-16",0
"2019-10-17",0
"2019-10-18",0
"2019-10-19",0
"2019-10-20",0
"2019-10-21",0
"2019-10-22",0
"2019-10-23",0
"2019-10-24",0
"2019-10-25",0
"2019-10-26",0
"2019-10-27",0
"2019-10-28",0
"2019-10-29",0
"2019-10-30",0
"2019-10-31",0
"2019-11-01",0
"2019-11-02",0
"2019-11-03",0
"2019-11-04",0
"2019-11-05",0
"2019-11-06",0
"2019-11-07",0
"2019-11-08",0
"2019-11-09",0
"2019-11-10",0
"2019-11-11",0
"2019-11-12",0
"2019-11-13",0
"2019-11-14",0
"2019-11-15",0
"2019-11-16",0
"2019-11-17",0
"2019-11-18",0
"2019-11-19",0
"2019-11-20",0
"2019-11-21",0
"2019-11-22",0
"2019-11-23",0
"2019-11-24",0
"2019-11-25",0
"2019-11-26",0
"2019-11-27",0
"2019-11-28",0
"2019-11-29",0
"2019-11-30",0
"2019-12-01",0
"2019-12-02",0
"2019-12-03",0
"2019-12-04",0
"2019-12-05",0
"2019-12-06",0
"2019-12-07",0
"2019-12-08",0
"2019-12-09",0
"2019-12-10",0
"2019-12-11",0
"2019-12-12",0
"2019-12-13",0
"2019-12-14",0
"2019-12-15",0
"2019-12-16",0
"2019-12-17",0
"2019-12-18",0
"2019-12-19",0
"2019-12-20",0
"2019-12-21",0
"2019-12-22",0
"2019-12-23",0
"2019-12-24",0
"2019-12-25",0
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0
"2020-01-01",0
"2020-01-02",0
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",0
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",0
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",0
"2020-02-21",0
"2020-02-22",0
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0
"2020-03-06",0
"2020-03-07",0
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",0
"2020-03-17",0
"2020-03-18",0
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",0
"2020-04-05",0
"2020-04-06",0
"2020-04-07",0
"2020-04-08",0
"2020-04-09",0
"2020-04-10",0
"2020-04-11",0
"2020-04-12",0
"2020-04-13",0
"2020-04-14",0
"2020-04-15",0
"2020-04-16",0
"2020-04-17",0
"2020-04-18",0
"2020-04-19",0
"2020-04-20",0
"2020-04-21",0
"2020-04-22",0
"2020-04-23",0
"2020-04-24",0
"2020-04-25",0
"2020-04-26",0
"2020-04-27",0
"2020-04-28",0
"2020-04-29",0
"2020-04-30",0
"2020-05-01",0
"2020-05-02",0
"2020-05-03",0
"2020-05-04",0
"2020-05-05",3
"2020-05-06",3
"2020-05-07",4
"2020-05-08",6
"2020-05-09",11
"2020-05-10",13
"2020-05-11",13
"2020-05-12",13
"2020-05-13",15
"2020-05-14",31
"2020-05-15",36
"2020-05-16",42
"2020-05-17",53
"2020-05-18",56
"2020-05-19",65
"2020-05-20",77
"2020-05-21",82
"2020-05-22",124
"2020-05-23",129
"2020-05-24",136
"2020-05-25",146
"2020-05-26",162
"2020-05-27",182
"2020-05-28",183
"2020-05-29",186
"2020-05-30",186
"2020-05-31",186
"2020-06-01",189
"2020-06-02",190
"2020-06-03",192
"2020-06-04",192
"2020-06-05",192
"2020-06-06",194
"2020-06-07",194
"2020-06-08",194
"2020-06-09",194
"2020-06-10",194
"2020-06-11",194
"2020-06-12",196
"2020-06-13",198
"2020-06-14",198
"2020-06-15",198
"2020-06-16",198
"2020-06-17",199
"2020-06-18",199
"2020-06-19",202
"2020-06-20",204
"2020-06-21",204
"2020-06-22",204
"2020-06-23",206
"2020-06-24",206
"2020-06-25",207
"2020-06-26",211
"2020-06-27",215
"2020-06-28",217
"2020-06-29",218
"2020-06-30",220
"2020-07-01",220
"2020-07-02",220
"2020-07-03",221
"2020-07-04",221
"2020-07-05",221
"2020-07-06",222
"2020-07-07",222
"2020-07-08",222
"2020-07-09",222
"2020-07-10",222
"2020-07-11",222
"2020-07-12",223
"2020-07-13",224
"2020-07-14",224
"2020-07-15",224
"2020-07-16",224
"2020-07-17",224
"2020-07-18",224
"2020-07-19",224
"2020-07-20",224
"2020-07-21",224
"2020-07-22",226
"2020-07-23",226
"2020-07-24",226
"2020-07-25",227
"2020-07-26",227
"2020-07-27",227
"2020-07-28",227
"2020-07-29",227
"2020-07-30",227
"2020-07-31",229
"2020-08-01",231
"2020-08-02",233
"2020-08-03",233
"2020-08-04",236
"2020-08-05",237
"2020-08-06",237
"2020-08-07",239
"2020-08-08",239
"2020-08-09",239
"2020-08-10",239
"2020-08-11",239
"2020-08-12",240
"2020-08-13",240
"2020-08-14",242
"2020-08-15",242
"2020-08-16",244
"2020-08-17",246
"2020-08-18",247
"2020-08-19",247
"2020-08-20",248
"2020-08-21",248
"2020-08-22",251
"2020-08-23",256
"2020-08-24",258
"2020-08-25",259
"2020-08-26",269
"2020-08-27",270
"2020-08-28",272
"2020-08-29",274
"2020-08-30",274
"2020-08-31",276
"2020-09-01",276
"2020-09-02",277
"2020-09-03",278
"2020-09-04",279
"2020-09-05",279
"2020-09-06",284
"2020-09-07",288
"2020-09-08",288
"2020-09-09",289
"2020-09-10",290
"2020-09-11",317
"2020-09-12",322
"2020-09-13",347
"2020-09-14",383
"2020-09-15",396
"2020-09-16",398
"2020-09-17",398
"2020-09-18",399
"2020-09-19",399
"2020-09-20",437
"2020-09-21",440
"2020-09-22",486
"2020-09-23",490
"2020-09-24",577
"2020-09-25",590
"2020-09-26",603
"2020-09-27",611
"2020-09-28",637
"2020-09-29",638
"2020-09-30",638
"2020-10-01",638
"2020-10-02",638
"2020-10-03",641
"2020-10-04",643
"2020-10-05",644
"2020-10-06",644
"2020-10-07",647
"2020-10-08",650
"2020-10-09",651
"2020-10-10",651
"2020-10-11",653
"2020-10-12",655
"2020-10-13",656
"2020-10-14",656
"2020-10-15",657
"2020-10-16",659
"2020-10-17",659
"2020-10-18",659
"2020-10-19",659
"2020-10-20",659
"2020-10-21",661
"2020-10-22",662
"2020-10-23",662
"2020-10-24",663
"2020-10-25",664
"2020-10-26",666
"2020-10-27",666
"2020-10-28",667
"2020-10-29",667
"2020-10-30",667
"2020-10-31",667
"2020-11-01",668
"2020-11-02",668
"2020-11-03",668
"2020-11-04",668
"2020-11-05",668
"2020-11-06",668
"2020-11-07",668
"2020-11-08",668
"2020-11-09",669
"2020-11-10",669
"2020-11-11",669
"2020-11-12",669
"2020-11-13",669
"2020-11-14",669
"2020-11-15",670
"2020-11-16",670
"2020-11-17",671
"2020-11-18",671
"2020-11-19",672
"2020-11-20",672
"2020-11-21",672
"2020-11-22",672
"2020-11-23",673
"2020-11-24",673
"2020-11-25",674
"2020-11-26",674
"2020-11-27",675
"2020-11-28",675
"2020-11-29",675
"2020-11-30",675
"2020-12-01",675
"2020-12-02",675
"2020-12-03",675
"2020-12-04",675
"2020-12-05",675
"2020-12-06",676
"2020-12-07",676
"2020-12-08",676
"2020-12-09",676
"2020-12-10",676
"2020-12-11",676
"2020-12-12",677
"2020-12-13",677
"2020-12-14",678
"2020-12-15",678
"2020-12-16",678
"2020-12-17",678
"2020-12-18",678
"2020-12-19",678
"2020-12-20",679
"2020-12-21",679
"2020-12-22",682
"2020-12-23",683
"2020-12-24",685
"2020-12-25",686
"2020-12-26",689
"2020-12-27",691
"2020-12-28",691
"2020-12-29",693
"2020-12-30",698
"2020-12-31",721
"2021-01-01",722
"2021-01-02",722
"2021-01-03",722
"2021-01-04",725
"2021-01-05",727
"2021-01-06",730
"2021-01-07",733
"2021-01-08",734
"2021-01-09",734
"2021-01-10",734
"2021-01-11",736
"2021-01-12",740
"2021-01-13",755
"2021-01-14",766
"2021-01-15",767
"2021-01-16",768
"2021-01-17",770
"2021-01-18",772
"2021-01-19",772
"2021-01-20",773
"2021-01-21",775
"2021-01-22",777
"2021-01-23",777
"2021-01-24",781
"2021-01-25",784
"2021-01-26",787
"2021-01-27",800
"2021-01-28",806
"2021-01-29",808
"2021-01-30",811
"2021-01-31",816
"2021-02-01",824
"2021-02-02",825
"2021-02-03",831
"2021-02-04",833
"2021-02-05",838
"2021-02-06",847
"2021-02-07",849
"2021-02-08",860
"2021-02-09",871
"2021-02-10",872
"2021-02-11",881
"2021-02-12",887
"2021-02-13",903
"2021-02-14",937
"2021-02-15",957
"2021-02-16",971
"2021-02-17",986
"2021-02-18",1014
"2021-02-19",1045
"2021-02-20",1057
"2021-02-21",1100
"2021-02-22",1147
"2021-02-23",1161
"2021-02-24",1184
"2021-02-25",1196
"2021-02-26",1201
"2021-02-27",1208
"2021-02-28",1225
"2021-03-01",1230
"2021-03-02",1248
"2021-03-03",1255
"2021-03-04",1261
"2021-03-05",1270
"2021-03-06",1272
"2021-03-07",1279
"2021-03-08",1286
"2021-03-09",1293
"2021-03-10",1296
"2021-03-11",1307
"2021-03-12",1321
"2021-03-13",1328
"2021-03-14",1332
"2021-03-15",1345
"2021-03-16",1346
"2021-03-17",1357
"2021-03-18",1363
"2021-03-19",1369
"2021-03-20",1375
"2021-03-21",1381
"2021-03-22",1385
"2021-03-23",1386
"2021-03-24",1387
"2021-03-25",1389
"2021-03-26",1389
"2021-03-27",1391
"2021-03-28",1391
"2021-03-29",1392
"2021-03-30",1396
"2021-03-31",1398
"2021-04-01",1404
"2021-04-02",1414
"2021-04-03",1418
"2021-04-04",1422
"2021-04-05",1429
"2021-04-06",1431
"2021-04-07",1435
"2021-04-08",1450
"2021-04-09",1459
"2021-04-10",1463
"2021-04-11",1476
"2021-04-12",1481
"2021-04-13",1490
