"Date","Primary Sales USD"
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0
"2018-01-11",0
"2018-01-12",0
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0
"2018-01-22",0
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",0
"2018-01-28",0
"2018-01-29",0
"2018-01-30",0
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0
"2018-02-15",0
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",0
"2018-02-26",0
"2018-02-27",0
"2018-02-28",0
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",0
"2018-03-12",0
"2018-03-13",0
"2018-03-14",0
"2018-03-15",0
"2018-03-16",0
"2018-03-17",0
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",0
"2018-03-27",0
"2018-03-28",0
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0
"2018-04-07",0
"2018-04-08",0
"2018-04-09",0
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",0
"2018-04-15",0
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",0
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",0
"2018-05-04",0
"2018-05-05",0
"2018-05-06",0
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",0
"2018-05-17",0
"2018-05-18",0
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",0
"2018-05-24",0
"2018-05-25",0
"2018-05-26",0
"2018-05-27",0
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0
"2018-06-02",0
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0
"2018-06-07",0
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0
"2018-07-20",0
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0
"2018-08-02",0
"2018-08-03",0
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0
"2018-08-11",0
"2018-08-12",0
"2018-08-13",0
"2018-08-14",0
"2018-08-15",0
"2018-08-16",0
"2018-08-17",0
"2018-08-18",0
"2018-08-19",0
"2018-08-20",0
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0
"2018-08-26",0
"2018-08-27",0
"2018-08-28",0
"2018-08-29",0
"2018-08-30",0
"2018-08-31",0
"2018-09-01",0
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",0
"2018-09-17",0
"2018-09-18",0
"2018-09-19",0
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",0
"2018-09-25",0
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0
"2018-10-02",0
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",0
"2018-10-07",0
"2018-10-08",0
"2018-10-09",0
"2018-10-10",0
"2018-10-11",0
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",0
"2018-10-17",0
"2018-10-18",0
"2018-10-19",0
"2018-10-20",0
"2018-10-21",0
"2018-10-22",0
"2018-10-23",0
"2018-10-24",0
"2018-10-25",0
"2018-10-26",0
"2018-10-27",0
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",0
"2018-11-01",0
"2018-11-02",0
"2018-11-03",0
"2018-11-04",0
"2018-11-05",0
"2018-11-06",0
"2018-11-07",0
"2018-11-08",0
"2018-11-09",0
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0
"2018-11-17",0
"2018-11-18",0
"2018-11-19",0
"2018-11-20",0
"2018-11-21",0
"2018-11-22",0
"2018-11-23",0
"2018-11-24",0
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0
"2018-11-30",0
"2018-12-01",0
"2018-12-02",0
"2018-12-03",0
"2018-12-04",0
"2018-12-05",0
"2018-12-06",0
"2018-12-07",0
"2018-12-08",0
"2018-12-09",0
"2018-12-10",0
"2018-12-11",0
"2018-12-12",0
"2018-12-13",0
"2018-12-14",0
"2018-12-15",0
"2018-12-16",0
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",0
"2018-12-21",0
"2018-12-22",0
"2018-12-23",0
"2018-12-24",0
"2018-12-25",0
"2018-12-26",0
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0
"2019-01-13",0
"2019-01-14",0
"2019-01-15",0
"2019-01-16",0
"2019-01-17",0
"2019-01-18",0
"2019-01-19",0
"2019-01-20",0
"2019-01-21",0
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0
"2019-02-04",0
"2019-02-05",0
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",0
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0
"2019-02-15",0
"2019-02-16",0
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",0
"2019-04-12",0
"2019-04-13",0
"2019-04-14",0
"2019-04-15",0
"2019-04-16",0
"2019-04-17",0
"2019-04-18",0
"2019-04-19",0
"2019-04-20",0
"2019-04-21",0
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0
"2019-04-26",0
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",0
"2019-05-01",0
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0
"2019-05-21",0
"2019-05-22",0
"2019-05-23",0
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",0
"2019-05-31",0
"2019-06-01",0
"2019-06-02",0
"2019-06-03",0
"2019-06-04",0
"2019-06-05",0
"2019-06-06",0
"2019-06-07",0
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0
"2019-06-22",0
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0
"2019-06-26",0
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",0
"2019-07-01",0
"2019-07-02",0
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0
"2019-07-08",0
"2019-07-09",0
"2019-07-10",0
"2019-07-11",0
"2019-07-12",0
"2019-07-13",0
"2019-07-14",0
"2019-07-15",0
"2019-07-16",0
"2019-07-17",0
"2019-07-18",0
"2019-07-19",0
"2019-07-20",0
"2019-07-21",0
"2019-07-22",0
"2019-07-23",0
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0
"2019-07-31",0
"2019-08-01",0
"2019-08-02",0
"2019-08-03",0
"2019-08-04",0
"2019-08-05",0
"2019-08-06",0
"2019-08-07",0
"2019-08-08",0
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",0
"2019-08-14",0
"2019-08-15",0
"2019-08-16",0
"2019-08-17",0
"2019-08-18",0
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0
"2019-08-22",0
"2019-08-23",0
"2019-08-24",0
"2019-08-25",0
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",0
"2019-08-30",0
"2019-08-31",0
"2019-09-01",0
"2019-09-02",0
"2019-09-03",0
"2019-09-04",0
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",0
"2019-09-11",0
"2019-09-12",0
"2019-09-13",0
"2019-09-14",0
"2019-09-15",0
"2019-09-16",0
"2019-09-17",0
"2019-09-18",0
"2019-09-19",0
"2019-09-20",0
"2019-09-21",0
"2019-09-22",0
"2019-09-23",0
"2019-09-24",0
"2019-09-25",0
"2019-09-26",0
"2019-09-27",0
"2019-09-28",0
"2019-09-29",0
"2019-09-30",0
"2019-10-01",0
"2019-10-02",0
"2019-10-03",0
"2019-10-04",0
"2019-10-05",0
"2019-10-06",0
"2019-10-07",0
"2019-10-08",0
"2019-10-09",0
"2019-10-10",0
"2019-10-11",0
"2019-10-12",0
"2019-10-13",0
"2019-10-14",0
"2019-10-15",0
"2019-10-16",0
"2019-10-17",0
"2019-10-18",0
"2019-10-19",0
"2019-10-20",0
"2019-10-21",0
"2019-10-22",0
"2019-10-23",0
"2019-10-24",0
"2019-10-25",0
"2019-10-26",0
"2019-10-27",0
"2019-10-28",0
"2019-10-29",0
"2019-10-30",0
"2019-10-31",0
"2019-11-01",0
"2019-11-02",0
"2019-11-03",0
"2019-11-04",0
"2019-11-05",0
"2019-11-06",0
"2019-11-07",0
"2019-11-08",0
"2019-11-09",0
"2019-11-10",0
"2019-11-11",0
"2019-11-12",0
"2019-11-13",0
"2019-11-14",0
"2019-11-15",0
"2019-11-16",0
"2019-11-17",0
"2019-11-18",0
"2019-11-19",0
"2019-11-20",0
"2019-11-21",0
"2019-11-22",0
"2019-11-23",0
"2019-11-24",0
"2019-11-25",0
"2019-11-26",0
"2019-11-27",0
"2019-11-28",0
"2019-11-29",0
"2019-11-30",0
"2019-12-01",0
"2019-12-02",0
"2019-12-03",0
"2019-12-04",0
"2019-12-05",0
"2019-12-06",0
"2019-12-07",0
"2019-12-08",0
"2019-12-09",0
"2019-12-10",0
"2019-12-11",0
"2019-12-12",0
"2019-12-13",0
"2019-12-14",0
"2019-12-15",0
"2019-12-16",0
"2019-12-17",0
"2019-12-18",0
"2019-12-19",0
"2019-12-20",0
"2019-12-21",0
"2019-12-22",0
"2019-12-23",0
"2019-12-24",0
"2019-12-25",0
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0
"2020-01-01",0
"2020-01-02",0
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",0
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",0
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",0
"2020-02-21",0
"2020-02-22",0
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0
"2020-03-06",0
"2020-03-07",0
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",0
"2020-03-17",0
"2020-03-18",0
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",0
"2020-04-05",0
"2020-04-06",0
"2020-04-07",0
"2020-04-08",0
"2020-04-09",0
"2020-04-10",0
"2020-04-11",0
"2020-04-12",0
"2020-04-13",0
"2020-04-14",0
"2020-04-15",0
"2020-04-16",0
"2020-04-17",0
"2020-04-18",0
"2020-04-19",0
"2020-04-20",0
"2020-04-21",0
"2020-04-22",0
"2020-04-23",0
"2020-04-24",0
"2020-04-25",0
"2020-04-26",0
"2020-04-27",0
"2020-04-28",0
"2020-04-29",0
"2020-04-30",0
"2020-05-01",0
"2020-05-02",0
"2020-05-03",0
"2020-05-04",0
"2020-05-05",4369.16
"2020-05-06",4369.16
"2020-05-07",4687.18
"2020-05-08",5552.76
"2020-05-09",7572.44
"2020-05-10",9698.88
"2020-05-11",9698.88
"2020-05-12",9698.88
"2020-05-13",10090.26
"2020-05-14",16414.24
"2020-05-15",17433
"2020-05-16",33420.74
"2020-05-17",35612.79
"2020-05-18",36317.89
"2020-05-19",39150.73
"2020-05-20",41985.35
"2020-05-21",43754.53
"2020-05-22",53329.62
"2020-05-23",55385.94
"2020-05-24",78662.09
"2020-05-25",81063.89
"2020-05-26",86547.05
"2020-05-27",97610.09
"2020-05-28",99285.77
"2020-05-29",100419.41
"2020-05-30",100419.41
"2020-05-31",100419.41
"2020-06-01",101438.93
"2020-06-02",102844.49
"2020-06-03",103543.78
"2020-06-04",103543.78
"2020-06-05",103543.78
"2020-06-06",104197.83
"2020-06-07",104197.83
"2020-06-08",104197.83
"2020-06-09",104197.83
"2020-06-10",104197.83
"2020-06-11",104197.83
"2020-06-12",104833.64
"2020-06-13",105555.25
"2020-06-14",105555.25
"2020-06-15",105555.25
"2020-06-16",105555.25
"2020-06-17",106023.09
"2020-06-18",106023.09
"2020-06-19",106503.91
"2020-06-20",107103.57
"2020-06-21",107103.57
"2020-06-22",107103.57
"2020-06-23",107588.81
"2020-06-24",107588.81
"2020-06-25",107844.32
"2020-06-26",108665.48
"2020-06-27",110336.84
"2020-06-28",111829.22
"2020-06-29",112007.43
"2020-06-30",112282.66
"2020-07-01",112282.66
"2020-07-02",112282.66
"2020-07-03",112623.52
"2020-07-04",112623.52
"2020-07-05",112623.52
"2020-07-06",112937.85
"2020-07-07",112937.85
"2020-07-08",112937.85
"2020-07-09",112937.85
"2020-07-10",112937.85
"2020-07-11",112937.85
"2020-07-12",113298.43
"2020-07-13",113661.94
"2020-07-14",113661.94
"2020-07-15",113661.94
"2020-07-16",113661.94
"2020-07-17",113661.94
"2020-07-18",113661.94
"2020-07-19",113661.94
"2020-07-20",113661.94
"2020-07-21",113661.94
"2020-07-22",114631.76
"2020-07-23",114631.76
"2020-07-24",114631.76
"2020-07-25",114998.9
"2020-07-26",114998.9
"2020-07-27",114998.9
"2020-07-28",114998.9
"2020-07-29",114998.9
"2020-07-30",114998.9
"2020-07-31",115822.34
"2020-08-01",117676.66
"2020-08-02",118447.2
"2020-08-03",118447.2
"2020-08-04",119646.81
"2020-08-05",120014.76
"2020-08-06",120014.76
"2020-08-07",120844.94
"2020-08-08",120844.94
"2020-08-09",120844.94
"2020-08-10",120844.94
"2020-08-11",120844.94
"2020-08-12",121242.85
"2020-08-13",121242.85
"2020-08-14",122067.07
"2020-08-15",122067.07
"2020-08-16",122990.67
"2020-08-17",123906.31
"2020-08-18",124272.61
"2020-08-19",124272.61
"2020-08-20",124272.61
"2020-08-21",124272.61
"2020-08-22",125445.05
"2020-08-23",127144.45
"2020-08-24",128075.06
"2020-08-25",128455.24
"2020-08-26",134876.19
"2020-08-27",135255.8
"2020-08-28",136034.43
"2020-08-29",136827.65
"2020-08-30",136827.65
"2020-08-31",137678.13
"2020-09-01",137678.13
"2020-09-02",138045.31
"2020-09-03",138492.24
"2020-09-04",138876.54
"2020-09-05",138876.54
"2020-09-06",144062.6
"2020-09-07",145474.98
"2020-09-08",145474.98
"2020-09-09",145787.34
"2020-09-10",146159.34
"2020-09-11",159686.91
"2020-09-12",162561.91
"2020-09-13",179843.68
"2020-09-14",209513.92
"2020-09-15",244875.3
"2020-09-16",246691.15
"2020-09-17",246691.15
"2020-09-18",248507
"2020-09-19",248507
"2020-09-20",289287.36
"2020-09-21",291735.7
"2020-09-22",332370.8
"2020-09-23",336574.75
"2020-09-24",422615.26
"2020-09-25",436393.69
"2020-09-26",452546.54
"2020-09-27",485319.07
"2020-09-28",547814.3
"2020-09-29",553291.92
"2020-09-30",553291.92
"2020-10-01",553291.92
"2020-10-02",553291.92
"2020-10-03",559094.43
"2020-10-04",562651.59
"2020-10-05",565080.87
"2020-10-06",565080.87
"2020-10-07",573950.46
"2020-10-08",585491.76
"2020-10-09",588319.03
"2020-10-10",588319.03
"2020-10-11",593373.3
"2020-10-12",597109.5
"2020-10-13",602798.7
"2020-10-14",602798.7
"2020-10-15",606576.6
"2020-10-16",612849.26
"2020-10-17",612849.26
"2020-10-18",612849.26
"2020-10-19",612849.26
"2020-10-20",612849.26
"2020-10-21",614838.31
"2020-10-22",616505.99
"2020-10-23",616505.99
"2020-10-24",618561.79
"2020-10-25",622621.12
"2020-10-26",629173.24
"2020-10-27",629173.24
"2020-10-28",649022.74
"2020-10-29",649022.74
"2020-10-30",649022.74
"2020-10-31",649022.74
"2020-11-01",661605.78
"2020-11-02",661605.78
"2020-11-03",661605.78
"2020-11-04",661605.78
"2020-11-05",661605.78
"2020-11-06",661605.78
"2020-11-07",661605.78
"2020-11-08",661605.78
"2020-11-09",664327.2
"2020-11-10",664327.2
"2020-11-11",664327.2
"2020-11-12",664327.2
"2020-11-13",664327.2
"2020-11-14",664327.2
"2020-11-15",666384.92
"2020-11-16",666384.92
"2020-11-17",670578.83
"2020-11-18",670578.83
"2020-11-19",672154.32
"2020-11-20",672154.32
"2020-11-21",672154.32
"2020-11-22",672154.32
"2020-11-23",680534.52
"2020-11-24",680534.52
"2020-11-25",682875.84
"2020-11-26",682875.84
"2020-11-27",684643.62
"2020-11-28",684643.62
"2020-11-29",684643.62
"2020-11-30",684643.62
"2020-12-01",684643.62
"2020-12-02",684643.62
"2020-12-03",684643.62
"2020-12-04",684643.62
"2020-12-05",684643.62
"2020-12-06",696553.62
"2020-12-07",696553.62
"2020-12-08",696553.62
"2020-12-09",696553.62
"2020-12-10",696553.62
"2020-12-11",696553.62
"2020-12-12",696553.62
"2020-12-13",696553.62
"2020-12-14",701820.87
"2020-12-15",701820.87
"2020-12-16",701820.87
"2020-12-17",701820.87
"2020-12-18",701820.87
"2020-12-19",701820.87
"2020-12-20",703119.67
"2020-12-21",703119.67
"2020-12-22",710010.26
"2020-12-23",713809.82
"2020-12-24",721426.01
"2020-12-25",723962.28
"2020-12-26",784982.07
"2020-12-27",798009.33
"2020-12-28",798009.33
"2020-12-29",802788.94
"2020-12-30",823056.81
"2020-12-31",870012.88
"2021-01-01",935410.6
"2021-01-02",935410.6
"2021-01-03",935410.6
"2021-01-04",962259.39
"2021-01-05",972430.34
"2021-01-06",1013717.52
"2021-01-07",1048740.89
"2021-01-08",1054494.99
"2021-01-09",1054494.99
"2021-01-10",1054494.99
"2021-01-11",1065594.37
"2021-01-12",1090870.06
"2021-01-13",1205907.46
"2021-01-14",1264652.74
"2021-01-15",1270054.36
"2021-01-16",1275800.77
"2021-01-17",1280730.81
"2021-01-18",1290457.53
"2021-01-19",1290457.53
"2021-01-20",1296814.68
"2021-01-21",1312104.38
"2021-01-22",1330726.68
"2021-01-23",1330726.68
"2021-01-24",1372395.32
"2021-01-25",1395416.09
"2021-01-26",1416654.3
